id,title,type
75438,J.J. Hardy,actor
75439,Joe Clarke,actor
75440,John Hoover,actor
75441,Kat,actor
75442,Kat Barbara Brown,actor
75443,Kay Pasa,actor
75444,Kristy Kennedy,actor
75445,Lewis Arquette,actor
75446,Lisa de Bennedetti,actor
75447,Loraine Wallace,actor
75448,Louise Fletcher,actor
75449,Marcha Hicks,actor
75450,Mare Winningham,actor
75451,Mark Atkinson,actor
75452,Mark Sanders,actor
75453,Melissa Grier,actor
75454,Natalie Golden,actor
75455,Paul E. Pinnt,actor
75456,Rod Hart,actor
75457,Ronnie Claire Edwards,actor
75458,Rosanna Arquette,actor
75459,Scott Rosensweig,actor
75460,Sheila Paige,actor
75461,Walt Zandt,actor
75462,William Steis,actor
75463,Wylie Small,actor
75464,Dana Stevens,actor
75465,Jeremy Davies,actor
75466,Joe Inscoe,actor
75467,Marlon Jackson,actor
75468,Natasha Richardson,actor
75469,Nick Searcy,actor
75470,Richard Libertini,actor
75471,Robin Mullins,actor
75472,Robin Rochelle,actor
75473,Andre Moore,actor
75474,Conrad Meertins Jr.,actor
75475,Devin Eggleston,actor
75476,Dwight Errington Myers,actor
75477,Gabriel Casseus,actor
75478,Gary DeWitt Marshall,actor
75479,Gwen McGee,actor
75480,Koran C. Thomas,actor
75481,Michèle Morgan,actor
75482,Robert Jason Jackson,actor
75483,Roscoe Orman,actor
75484,Samantha Brown,actor
75485,Sharron Corley,actor
75486,Chad McQueen,actor
75487,Tôru Nakamura,actor
75488,Anita Dobson,actor
75489,Carl Proctor,actor
75490,Craig Fairbrass,actor
75491,Craig Kelly,actor
75492,Elizabeth Hurley,actor
75493,Faith Kent,actor
75494,Georgina Hale,actor
75495,Jack McKenzie,actor
75496,Jesse Birdsall,actor
75497,Jim Groom,actor
75498,Keith Allen,actor
75499,Natasha Humphrey,actor
75500,Paul Brooks,actor
75501,Samantha Spiro,actor
75502,Stephen Brand,actor
75503,Zoe Hayes,actor
75504,Bobby Brown,actor
75505,Chad Staholaki,actor
75506,Earl White (II),actor
75507,Jahi J J Zuri,actor
75508,Michael Halsey,actor
75509,Sue Price (II),actor
75510,Tina Cote,actor
75511,Tracy Davis,actor
75512,Alan Lightner,actor
75513,Carter Collins,actor
75514,Cristi Conaway,actor
75515,Laura San Giacomo,actor
75516,Michelle Koeppe,actor
75517,Paul Rhys,actor
75518,Vincent Lars,actor
75519,Billy Hopkins,actor
75520,Bob Swan,actor
75521,Ed White,actor
75522,Edie McClurg,actor
75523,Evan Handler,actor
75524,Everett Quinton,actor
75525,Glen Chin,actor
75526,Heidi Levitt,actor
75527,Jack Palance,actor
75528,Jake Beecham,actor
75529,Jerry Gardner,actor
75530,John M. Watson Sr.,actor
75531,Josh Richman,actor
75532,Kirk Baltz,actor
75533,Maria Pitillo,actor
75534,Mark Harmon,actor
75535,Matthew Faber,actor
75536,O-Lan Jones,actor
75537,Peter Crombie,actor
75538,Phil Neilson,actor
75539,Red West,actor
75540,Richard Lineback,actor
75541,Risa Bramon Garcia,actor
75542,"Robert ""R.J."" Jordan",actor
75543,Adam Le Fevre,actor
75544,Antonia Rey,actor
75545,Barbara Cupisti,actor
75546,Billy Zane,actor
75547,Diane Jones,actor
75548,Fausto Lombardi,actor
75549,Fiorenzo Fiorentini,actor
75550,Gianfranco Barra,actor
75551,K.J. Roberts,actor
75552,Mattia Sbragia,actor
75553,Phyllis Newman,actor
75554,Sergio Pierattini,actor
75555,Shari Summers,actor
75556,Siobhan Fallon,actor
75557,George Henare,actor
75558,Ian Mune,actor
75559,Jessica Wilcox,actor
75560,Joseph Kairau,actor
75561,Julian Arahanga,actor
75562,"Julian ""Sonny"" Arahanga",actor
75563,Mamaengaroa Kerr-Bell,actor
75564,Pete Smith,actor
75565,Rachael Morris Jr.,actor
75566,Rena Owen,actor
75567,Richard Mehana,actor
75568,Riwia Brown,actor
75569,Shannon Walker Williams,actor
75570,Stephen Hall,actor
75571,Taungaroa Emile,actor
75572,Te Whatanui Skimworth,actor
75573,Temuera Morrison,actor
75574,Wiki Oman,actor
75575,Alyssa Milano,actor
75576,Belinda Bauer,actor
75577,Howard Brown,actor
75578,Mychal Wilson,actor
75579,Victoria Haas,actor
75580,Mark Brown,actor
75581,Bill Stevenson,actor
75582,Bruce Jarchow,actor
75583,Conrad Bachmann,actor
75584,Cynthia Harrison,actor
75585,Dana Anderson,actor
75586,Daniel Chodes,actor
75587,Diana Bellamy,actor
75588,Dustin Hoffman,actor
75589,Ed Beechner,actor
75590,George Christy,actor
75591,Jack Rader,actor
75592,Jim Antonio,actor
75593,Kellie Overbey,actor
75594,Lance Kerwin,actor
75595,Leland Hayward III,actor
75596,Malick Bowens,actor
75597,Michael Sottile,actor
75598,Michelle Joyner,actor
75599,Morgan Freeman,actor
75600,Patricia Place,actor
75601,Patrick Dempsey,actor
75602,Peter Looney,actor
75603,Robert Alan Beuth,actor
75604,Susan Lee Hoffman,actor
75605,Tim Ransom,actor
75606,George Martin,actor
75607,Randolph Scott,actor
75608,Abdul Hassan Sharif,actor
75609,Betty Miller,actor
75610,Carl J. Matusovich,actor
75611,David W. Butler,actor
75612,Elizabeth Regen,actor
75613,Ellen Greene,actor
75614,Geoffrey Bateman,actor
75615,Jean-Hugues Anglade,actor
75616,Jessie Keosian,actor
75617,Joseph Malerba,actor
75618,Kent Broadhurst,actor
75619,Marc Andreoni,actor
75620,Mario Todisco,actor
75621,Michel Montanary,actor
75622,Randy Pearlstein,actor
75623,Samy Naceri,actor
75624,Stuart Rudin,actor
75625,Tommy Hollis,actor
75626,Ana Carballosa,actor
75627,Angela Lanza,actor
75628,Ángeles González Sinde,actor
75629,Bernard Fouquet,actor
75630,Celia Cruz,actor
75631,Diego Wallraff,actor
75632,Florencio Santana,actor
75633,Glenda Diaz Rigau,actor
75634,Gustavo Laborie,actor
75635,Jorge Luis Ramone,actor
75636,Jos?Felipe Padron,actor
75637,Lázaro Pérez,actor
75638,Luis Raul,actor
75639,Luis Torres,actor
75640,Magaly Aguelo,actor
75641,Melissa Anne Acosta,actor
75642,Melissa Ramone,actor
75643,Mira Nair,actor
75644,Norman Max Maxwell,actor
75645,Oscar Gonzalez,actor
75646,Paloma Delaijrentil,actor
75647,Ranjit Chowdhry,actor
75648,Robert Escobar,actor
75649,Roberto Escobar,actor
75650,Sandor Juan,actor
75651,Sarita Choudhury,actor
75652,Trini Alvarado,actor
75653,Vincent Gallo,actor
75654,Armin Mueller-Stahl,actor
75655,Babs Chula,actor
75656,Elena Kudaba,actor
75657,Erika Eleniak,actor
75658,Floyd Vivino,actor
75659,Michael Lerner,actor
75660,Michael Tait,actor
75661,Richard Crenna,actor
75662,Sadie Frost,actor
75663,Alexis Arquette,actor
75664,Angela Jones,actor
75665,Burr Steers,actor
75666,Dick Miller,actor
75667,Duane Whitaker,actor
75668,Emil Sitka,actor
75669,Eric Clark,actor
75670,Joseph Pilato,actor
75671,Julia Sweeney,actor
75672,Linda Kaye,actor
75673,Lorelei Leslie,actor
75674,Maria de Medeiros,actor
75675,Michael Gilden,actor
75676,Phil LaMarr,actor
75677,Rich Turner,actor
75678,Robert Ruth,actor
75679,Stephen Hibbert,actor
75680,Susan Griffiths,actor
75681,Venessia Valentino,actor
75682,Aishwarya Rai,actor
75683,Aishwarya Rai Abhishek Ba...,actor
75684,Emily Mortimer,actor
75685,John Cleese,actor
75686,Yuki Matsuzaki,actor
75687,Bo Z. Wang,actor
75688,Deb Snyder,actor
75689,Haan Lee,actor
75690,Lai Wang,actor
75691,Kevin Jones,actor
75692,Billy Dean,actor
75693,Cathy Tyson,actor
75694,Christine Tremarco,actor
75695,Fred Pearson,actor
75696,Gilly Coman,actor
75697,James Ellis,actor
75698,Jimmy Coleman,actor
75699,John Bennett,actor
75700,Lesley Sharp,actor
75701,Linus Roache,actor
75702,Mandy Walsh,actor
75703,Matyelok Gibbs,actor
75704,Ray Williams,actor
75705,Rio Fanning,actor
75706,Robert Pugh,actor
75707,Reno,actor
75708,Anthony Fusco,actor
75709,Barry Levinson,actor
75710,Barry Snider,actor
75711,Bernie Sheredy,actor
75712,Bill Cwikowski,actor
75713,Bill Moor,actor
75714,Bruce Altman,actor
75715,Byron Jennings,actor
75716,Carole Shelley,actor
75717,Chuck Adamson,actor
75718,Douglas McGrath,actor
75719,Eddie Korbich,actor
75720,Elizabeth Wilson,actor
75721,Ernie Sabella,actor
75722,Grace Phillips,actor
75723,Gretchen Egolf,actor
75724,Griffin Dunne,actor
75725,Hamilton Fish IV,actor
75726,Illeana Douglas,actor
75727,Kelly Coffield Park,actor
75728,Merwin Goldsmith,actor
75729,Neil Leifer,actor
75730,Nicholas Kepros,actor
75731,Pat Russell,actor
75732,Paul Scofield,actor
75733,Shawn Batten,actor
75734,Steve Ryan,actor
75735,Timothy Busfield,actor
75736,Vince O'Brien,actor
75737,Akira Takayama,actor
75738,Yôko Sugi,actor
75739,Youki Kudoh,actor
75740,Yuki Kudoh,actor
75741,Carlos Lopez,actor
75742,Valeria Bruni Tedeschi,actor
75743,Asia Argento,actor
75744,Barbet Schroeder,actor
75745,Bernard Verley,actor
75746,Bruno Todeschini,actor
75747,Charles Nelson Reilly,actor
75748,Claudio Amendola,actor
75749,Daniel Auteuil,actor
75750,Daniel Breton,actor
75751,Emmanuel Salinger,actor
75752,Isabelle Adjani,actor
75753,Jean Douchet,actor
75754,Jean-Marc Stehle,actor
75755,Jean-Claude Brialy,actor
75756,Jean-Philippe Écoffey,actor
75757,Johan Leysen,actor
75758,Julien Rassam,actor
75759,Laurent Arnal,actor
75760,Marc Citti,actor
75761,Marina Golovine,actor
75762,Miguel Bos?9,actor
75763,Otto Tausig,actor
75764,Pascal Greggory,actor
75765,Philippe Duclos,actor
75766,Richard Bohringer,actor
75767,Thomas Kretschmann,actor
75768,Tolsty,actor
75769,Ulrich Wildgruber,actor
75770,Vincent Perez,actor
75771,Virna Lisi,actor
75772,Fay Masterson,actor
75773,Francine Maisler,actor
75774,Jerry Swindall,actor
75775,Jonothon Gill,actor
75776,Josef Rainer,actor
75777,Mark Boone Jr.,actor
75778,Mick Garris,actor
75779,Mike Stone,actor
75780,Oliver Dear,actor
75781,Olivia Burnette,actor
75782,Raynor Scheine,actor
75783,Roberts Blossom,actor
75784,Russell Crowe,actor
75785,Scott Ryder,actor
75786,Scott Spiegel,actor
75787,Tobin Bell,actor
75788,Woody Strode,actor
75789,David Tom,actor
75790,D.B. Sweeney,actor
75791,Frankie Faison,actor
75792,Jan Rubes,actor
75793,John E. Blazier,actor
75794,Joyce Reehling,actor
75795,Nelle Stokes,actor
75796,Noah Fleiss,actor
75797,Peter Falk,actor
75798,Raymond Wong,actor
75799,Scott Cohen,actor
75800,Willard Scott,actor
75801,Björk,actor
75802,Alexandra Van Der Noot,actor
75803,Andre Penvern,actor
75804,Anne Canovas,actor
75805,Anouk Aimée,actor
75806,Cher,actor
75807,Chiara Mastroianni,actor
75808,Georgianna Robertson,actor
75809,Jean Rochefort,actor
75810,Jean-Paul Gaultier,actor
75811,Kashia Figura,actor
75812,Kim Basinger,actor
75813,Laura Benson,actor
75814,Lauren Bacall,actor
75815,Lyle Lovett,actor
75816,Marcello Mastroianni,actor
75817,Maurice Lamy,actor
75818,Michel Blanc,actor
75819,Richard E. Grant,actor
75820,Rossy de Palma,actor
75821,Sally Kellerman,actor
75822,Sophia Loren,actor
75823,Tapa Sudana,actor
75824,Tara Leon,actor
75825,Tom Novembre,actor
75826,Tracey Ullman,actor
75827,Ute Lemper,actor
75828,Yann Collette,actor
75829,Federique Feder,actor
75830,Jean-Pierre Lorit,actor
75831,Samuel Le Bihan,actor
75832,Benoit Regent,actor
75833,Charlotte Véry,actor
75834,Claude Duneton,actor
75835,Florence Pernel,actor
75836,Hélène Vincent,actor
75837,Hugues Quester,actor
75838,Juliette Binoche,actor
75839,Philippe Volter,actor
75840,Grzegorz Warchol,actor
75841,Janusz Gajos,actor
75842,Zbigniew Zamachowski,actor
75843,Gao Yang,actor
75844,Jing Ning,actor
75845,Ning Jing,actor
75846,Wu Gang,actor
75847,Zhoa Xiaorui,actor
75848,Matt McCoy,actor
75849,Sherry  Miller,actor
170000,John Lasseter,director
170001,Joe Johnston,director
170002,Donald Petrie,director
170003,Forest Whitaker,director
170004,Charles Shyer,director
170005,Michael Mann,director
170006,Billy Wilder,director
170007,Peter Hewitt,director
170008,Peter Hyams,director
170009,Martin Campbell,director
170010,Rob Reiner,director
170011,Mel Brooks,director
170012,Simon Wells,director
170013,Oliver Stone,director
170014,Renny Harlin,director
170015,Martin Scorsese,director
170016,Ang Lee,director
170017,Alexandre Rockwell,director
170018,Steve Oedekerk,director
170019,Joseph Ruben,director
170020,Barry Sonnenfeld,director
170021,Jon Amiel,director
170022,James McTeigue,director
170023,Victor Salva,director
170024,Mike Figgis,director
170025,Oliver Parker,director
170026,Lesli Linka Glatter,director
170027,Roger Michell,director
170028,Jean-Pierre Jeunet,director
170029,Yimou Zhang,director
170030,John N. Smith,director
170031,Siddharth Randeria,director
170032,Jean-Jacques Annaud,director
170033,Chris Noonan,director
170034,Christopher Hampton,director
170035,Tim Robbins,director
170036,Stephan Low,director
170037,Andy Tennant,director
170038,Andras Solyom,director
170039,Darrell Roodt,director
170040,Richard Loncraine,director
170041,Albert Hughes,director
170042,Michael Hoffman,director
170043,Paul W.S. Anderson,director
170044,Len Wiseman,director
170045,Jocelyn Moorhouse,director
170046,Akira Kurosawa,director
170047,Mike Gabriel,director
170048,Patricia Rozema,director
170049,Bryan Singer,director
170050,Woody Allen,director
170051,Gianni Amelio,director
170052,Holly Goldberg Sloan,director
170053,Garry Marshall,director
170054,Robert Tinnell,director
170055,Jodie Foster,director
170056,Michael Radford,director
170057,Robert Lepage,director
170058,Frank Oz,director
170059,Sara Botsford,director
170060,Stephen Herek,director
170061,Paris Barclay,director
170062,Bill Bennett,director
170063,Jason Bloom,director
170064,Farhad Mann,director
170065,James Foley,director
170066,Josiane Balasko,director
170067,Marek Koterski,director
170068,Robert Rodriguez,director
170069,Andrew Sipes,director
170070,Jesse Dylan,director
170071,Bille August,director
170072,Michael Goldenberg,director
170073,Steve Miner,director
170074,Christian Duguay,director
170075,Susanne Ofteringer,director
170076,Sean Penn,director
170077,Brian Gibson,director
170078,Jafar Panahi,director
170079,Gary Fleder,director
170080,Marleen Gorris,director
170081,Tim Reid,director
170082,Henry Jaglom,director
170083,Philip Haas,director
170084,Director Ridley Scott,director
170085,Ken Kwapis,director
170086,Jonathan King,director
170087,John Badham,director
170088,John Duigan,director
170089,Stephen Frears,director
170090,Wes Craven,director
170091,Ted Demme,director
170092,John Woo,director
170093,Kenneth Branagh,director
170094,Mathieu Kassovitz,director
170095,Nick Broomfield,director
170096,Harold Becker,director
170097,Wes Anderson,director
170098,Nick Castle,director
170099,John Dahl,director
170100,Dennis Dugan,director
170101,Clint Eastwood,director
170102,Doris Dörrie,director
170103,Brian Henson,director
170104,Mel Gibson,director
170105,Stanley Tong,director
170106,Barbet Schroeder,director
170107,Mort Ransen,director
170108,Étienne Chatiliez,director
170109,John Blair,director
170110,Benjamin Ross,director
170111,Eric Schaeffer,director
170112,Andrew Davis,director
170113,Charles T. Kanganis,director
170114,Reginald Hudlin,director
170115,Kar Wai Wong,director
170116,Giuseppe Tornatore,director
170117,David O. Russell,director
170118,Peter MacDonald,director
170119,Michel Negroponte,director
170120,Bryan Gordon,director
170121,Alan Parker,director
170122,Michael Lindsay-Hogg,director
170123,Craig Baldwin,director
170124,David S. Ward,director
170125,Mark Rappaport,director
170126,Barry Levinson,director
170127,Jon Avnet,director
170128,Mike Nichols,director
170129,Jakov Sedlar,director
170130,Edward Burns,director
170131,Michael Bay,director
170132,Christopher Cain,director
170133,Scott Kalvert,director
170134,Mike Newell,director
170135,Michael Traeger,director
170136,Ron Howard,director
170137,Michael Caton-Jones,director
170138,Joel Schumacher,director
170139,Luis Buñuel,director
170140,John Boorman,director
170141,Paul Auster,director
170142,Michael Moore,director
170143,Brad Silberling,director
170144,Spike Lee,director
170145,Frank Marshall,director
170146,Tony Scott,director
170147,Terry Zwigoff,director
170148,Carl Franklin,director
170149,John McTiernan,director
170150,Gregg Araki,director
170151,Christopher Menaul,director
170152,Jerry Zucker,director
170153,Dwight H. Little,director
170154,Iain Softley,director
170155,Christopher Ashley,director
170156,Robert Longo,director
170157,Danny Cannon,director
170158,John Fortenberry,director
170159,Larry Clark,director
170160,Tom DiCillo,director
170161,Clive Barker,director
170162,Denys Arcand,director
170163,Jill Goldman,director
170164,Kevin Smith,director
170165,Bryan Spicer,director
170166,David Anspaugh,director
170167,Anthony Waller,director
170168,Rodney Gibbons,director
170169,Irwin Winkler,director
170170,Chris Columbus,director
170171,Daisy von Scherler Mayer,director
170172,Gregory Widen,director
170173,Max Ophüls,director
170174,Sidney Lumet,director
170175,Roland Joff?,director
170176,Paul Verhoeven,director
170177,Wayne Wang,director
170178,Lasse Hallström,director
170179,Roger Donaldson,director
170180,James Keach,director
170181,Kathryn Bigelow,director
170182,Jacques Demy,director
170183,Wesley Strick,director
170184,Martha Coolidge,director
170185,Agnieszka Holland,director
170186,Beeban Kidron,director
170187,Geoff Murphy,director
170188,Diane Keaton,director
170189,Douglas Keeve,director
170190,Alfonso Arau,director
170191,Kevin Reynolds,director
170192,Desmond Nakano,director
170193,Walter Hill,director
170194,Anthony Asquith,director
170195,Greg Beeman,director
170196,Nikita Mikhalkov,director
170197,Milcho Manchevski,director
170198,Richard Linklater,director
170199,Tamra Davis,director
170200,David Ross,director
170201,Herbert Ross,director
170202,Peter Horton,director
170203,Stuart Gordon,director
170204,Pat O'Connor,director
170205,Jeremy Leven,director
170206,Francis Ford Coppola,director
170207,Jack Baran,director
170208,Roman Polanski,director
170209,Taylor Hackford,director
170210,Peter Farrelly,director
170211,Atom Egoyan,director
170212,Tim Burton,director
170213,Lawrence Kasdan,director
170214,Billy Crystal,director
170215,Phillip Borsos,director
170216,Kevin Lima,director
170217,Brett Leonard,director
170218,Carlo Carlei,director
170219,Gérard Corbiau,director
170220,Mike Hodges,director
170221,Art Clokey,director
170222,Charles Burnett,director
170223,Steve James,director
170224,Peter Jackson,director
170225,Randall Miller,director
170226,Bernard Rose,director
170227,Steven Brill,director
170228,William Friedkin,director
170229,Fred Schepisi,director
170230,Neil Jordan,director
170231,James Ivory,director
170232,James Melkonian,director
170233,Ivan Reitman,director
170234,Arne Glimcher,director
170235,Michael Gottlieb,director
170236,George Lucas,director
170237,Gillian Armstrong,director
170238,Alfonso Cuarón,director
170239,Ken Loach,director
170240,Claude Chabrol,director
170241,Edward Zwick,director
170242,James Gray,director
170243,Allison Anders,director
170244,Glenn Gordon Caron,director
170245,Stephen Gyllenhaal,director
170246,Nicholas Hytner,director
170247,James Whale,director
170248,Nora Ephron,director
170249,Richard Benjamin,director
170250,George Seaton,director
170251,David Frankel,director
170252,Gregory Nava,director
170253,Marc Rocco,director
170254,Evelyn Purcell,director
170255,Michael Apted,director
170256,Nick Gomez,director
170257,Toru Murakawa,director
170258,Vadim Jean,director
170259,Albert Pyun,director
170260,Alan Jacobs,director
170261,Norman Jewison,director
170262,Lee Tamahori,director
170263,Anne Goursaud,director
170264,Wolfgang Petersen,director
170265,Luc Besson,director
170266,Mira Nair,director
170267,Joshua Brand,director
170268,Quentin Tarantino,director
170269,Harald Zwart,director
170270,Antonia Bird,director
170271,Robert Redford,director
170272,Kayo Hatta,director
170273,Patrice Chéreau,director
170274,Sam Raimi,director
170275,Peter Yates,director
170276,Robert Altman,director
170277,Krzysztof Kieslowski,director
170278,Ping He,director
170279,Fred Gerber,director
180000,Adventure,genre
180001,Animation,genre
180002,Children,genre
180003,Comedy,genre
180004,Fantasy,genre
180005,Romance,genre
180006,Drama,genre
180007,Action,genre
180008,Crime,genre
180009,Thriller,genre
180010,Horror,genre
180011,Mystery,genre
180012,Sci-Fi,genre
180013,IMAX,genre
180014,Documentary,genre
180015,War,genre
180016,Musical,genre
180017,Film-Noir,genre
180018,Western,genre
